,id,name,host_id,host_since,street,neighbourhood,city,state,zipcode,country,latitude,longitude,property_type,bedrooms,price,minimum_nights,availability_365,number_of_reviews,review_scores_rating,host_listings,reviews_per_month,price_group
6668,33191212,Centralt Stockholm,219074187,2018-10-06,"Farsta, Stockholms laen, Sweden",Farsta,Farsta,Stockholms laen,123 33,Sweden,5.924.429,1.808.475,Apartment,1.0,383.0,1,100,16,95.0,1,3,Low Price
6669,33192361,"Artsy, charming apartment - SoFo Soedermalm",249406359,2019-03-17,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,116 67,Sweden,5.930.612,1.807.749,Apartment,0.0,745.0,3,0,3,100.0,1,0,Middle Price
6670,33192728,Private room & bath in classic Stockholm apartment,4652118,2013-01-10,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 20,Sweden,5.933.973,1.803.925,Apartment,1.0,804.0,3,71,24,100.0,1,4,Middle Price
6671,33197649,Cozy and quiet apartment! 4 bicycles included!,242036149,2019-02-09,"Bromma, Stockholms laen, Sweden",Bromma,Bromma,Stockholms laen,167 41,Sweden,5.933.779,1.798.827,Apartment,1.0,589.0,1,0,10,92.0,1,1,Middle Price
6674,33208708,"Centralt, mysigt boende med haerlig traedgaard",20907598,2014-09-03,"Bromma, Stockholms laen, Sweden",Bromma,Bromma,Stockholms laen,167 55,Sweden,593.332,1.797.337,Guest suite,0.0,500.0,2,18,10,100.0,1,2,Middle Price
6675,33240200,Bright two-floor apartment with private terrace,22876006,2014-10-23,"Oestermalm, Stockholms laen, Sweden",Oestermalm,Oestermalm,Stockholms laen,115 24,Sweden,5.934.237,1.809.176,Apartment,1.0,3149.0,2,13,14,96.0,16,3,High Price
6676,33257583,Mysigt 30 talshus i Enskede,220108423,2018-10-11,"Stockholm, Stockholms laen, Sweden",Farsta,Stockholm,Stockholms laen,122 48,Sweden,5.927.384,1.807.168,Villa,3.0,1305.0,1,0,2,100.0,1,0,High Price
6677,33259238,Central 3 bedroom apartment with a balcony,9995308,2013-11-13,"Oestermalm, Stockholms laen, Sweden",Oestermalm,Oestermalm,Stockholms laen,114 32,Sweden,5.934.296,1.807.156,Apartment,3.0,2501.0,5,72,4,100.0,1,1,High Price
6678,33259683,A small house with garden,250448231,2019-03-22,"Aelvsjoe, Stockholms laen, Sweden",Aelvsjoe,Aelvsjoe,Stockholms laen,125 32,Sweden,5.928.698,1.798.933,House,3.0,1462.0,2,13,2,100.0,1,1,High Price
6679,33263646,"Central, modern, spacious, balcony, 2 bedroom",71254460,2016-05-10,"Stockholm, Stockholms laen, Sweden",Norrmalm,Stockholm,Stockholms laen,113 39,Sweden,5.934.179,1.803.589,Apartment,2.0,2001.0,6,0,1,100.0,1,0,High Price
6680,33263867,Stockholm townhouse near nature and city centre,214233623,2018-09-08,"Bagarmossen, Stockholms laen, Sweden",Skarpnaeck,Bagarmossen,Stockholms laen,128 48,Sweden,5.927.371,1.814.568,Townhouse,4.0,804.0,5,0,3,100.0,1,2,Middle Price
6681,33268252,Old Town 17th century Studio close to the castle,210958779,2018-08-21,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,111 29,Sweden,5.932.536,1.807.194,Apartment,0.0,834.0,3,0,7,100.0,1,1,Middle Price
6682,33282749,Simple flat close to city center + beautiful area,250642119,2019-03-23,"Haegersten-Liljeholmen, Stockholms laen, Sweden",Haegersten-Liljeholmen,Haegersten-Liljeholmen,Stockholms laen,126 36,Sweden,5.930.127,1.800.034,Apartment,1.0,736.0,2,109,6,97.0,1,1,Middle Price
6683,33283809,Bright and relaxing apartment with balcony,3292105,2012-08-17,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 56,Sweden,5.933.028,1.799.978,Apartment,1.0,383.0,3,83,2,90.0,1,0,Low Price
6685,33299146,Small room Soedermalm. Direct train from airport.,160709021,2017-11-30,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,118 64,Sweden,5.931.357,1.805.896,Apartment,1.0,500.0,1,190,35,94.0,1,7,Middle Price
6686,33300461,Husbaat i Stockholm,250812766,2019-03-24,"Haegersten-Liljeholmen, Stockholms laen, Sweden",Haegersten-Liljeholmen,Haegersten-Liljeholmen,Stockholms laen,117 61,Sweden,5.931.264,1.803.043,Houseboat,2.0,2501.0,3,74,6,100.0,1,2,High Price
6687,33305047,Modern apartment in Stockholm SoFo,25316822,2014-12-28,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,116 22,Sweden,5.931.431,1.807.707,Apartment,1.0,1001.0,2,1,16,100.0,1,3,High Price
6688,33306149,Cosy studio in Stockholm near nature and city,33567163,2015-05-17,"Haesselby-Vaellingby, Stockholms laen, Sweden",Haesselby-Vaellingby,Haesselby-Vaellingby,Stockholms laen,165 63,Sweden,5.936.207,1.783.312,Apartment,0.0,500.0,5,0,2,100.0,1,0,Middle Price
6689,33307848,Cosy Central apartment by the water,51252818,2015-12-13,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 52,Sweden,5.933.303,1.799.895,Apartment,1.0,500.0,1,48,9,93.0,1,2,Middle Price
6691,33312085,Spacious and cozy flat in central Stockholm,118213586,2017-02-26,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 31,Sweden,5.932.931,1.803.646,Apartment,3.0,2001.0,2,0,3,100.0,1,0,High Price
6692,33313420,A charming and beautiful apartment on Soedermalm,121009576,2017-03-16,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,117 32,Sweden,5.931.854,1.804.245,Apartment,1.0,1001.0,7,0,1,100.0,1,0,High Price
6693,33321630,Underbar utsikt oever Stockholm.,224436197,2018-11-06,"Stockholm, Stockholms laen, Sweden",Aelvsjoe,Stockholm,Stockholms laen,126 78,Sweden,5.928.739,1.800.017,Apartment,1.0,500.0,2,0,6,100.0,1,1,Middle Price
6695,33328361,Best location & price in Stockholm- Charming room,251059804,2019-03-25,"Oestermalm, Stockholms laen, Sweden",Oestermalm,Oestermalm,Stockholms laen,114 41,Sweden,5.934.102,1.808.223,Apartment,1.0,549.0,2,23,23,98.0,2,5,Middle Price
6696,33328512,Charmig fyra hoegst upp i huset vid Nytorget,190626456,2018-05-20,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 37,Sweden,5.931.194,1.808.071,Apartment,3.0,1599.0,4,0,4,100.0,2,0,High Price
6698,33331836,Luxury apartment with everything!,248694900,2019-03-13,"Bromma, Stockholms laen, Sweden",Bromma,Bromma,Stockholms laen,167 63,Sweden,5.932.034,1.796.338,Apartment,1.0,902.0,1,81,16,100.0,1,4,Middle Price
6699,33354346,Luxuary two room apartment on the best address,238011295,2019-01-21,"Oestermalm, Stockholms laen, Sweden",Oestermalm,Oestermalm,Stockholms laen,114 40,Sweden,5.933.754,1.807.801,Apartment,1.0,2796.0,5,0,1,100.0,1,0,High Price
6701,33357735,Cozy apartment in the centre of Soedermalm,105904393,2016-12-02,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,118 53,Sweden,5.931.664,1.805.678,Apartment,0.0,883.0,3,0,3,100.0,1,0,Middle Price
6702,33358209,Wonderful bright apartment in SOFO Soedermalm.,64572628,2016-03-26,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 32,Sweden,5.931.469,1.808.395,Loft,2.0,2197.0,3,1,1,100.0,1,0,High Price
6703,33359449,Beautiful Studio apartment 10 min from Soedermalm,251303275,2019-03-26,"Haegersten-Liljeholmen, Stockholms laen, Sweden",Haegersten-Liljeholmen,Haegersten-Liljeholmen,Stockholms laen,126 35,Sweden,5.930.117,1.801.012,Apartment,0.0,1491.0,2,158,2,100.0,1,0,High Price
6704,33361961,Designer Apartment in Elegant Area w. Easy Commute,60382478,2016-02-25,"Oestermalm, Stockholms laen, Sweden",Oestermalm,Oestermalm,Stockholms laen,114 27,Sweden,5.934.482,1.806.863,Apartment,1.0,2501.0,3,107,23,90.0,15,5,High Price
6705,33396116,Charming apartment near city,221333502,2018-10-18,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,118 30,Sweden,593.159,1.807.156,Apartment,0.0,1403.0,1,0,16,73.0,4,3,High Price
6706,33397399,Fresh room w nature view close to citycenter,8863011,2013-09-16,"Tensta, Stockholms laen, Sweden",Spaanga-Tensta,Tensta,Stockholms laen,163 66,Sweden,5.939.062,1.789.738,Apartment,1.0,304.0,1,0,7,97.0,1,1,Low Price
6707,33398760,bekvaemnt laegenhet foer hela famjlien,235412122,2019-01-09,"Husby, Stockholms laen, Sweden",Rinkeby-Kista,Husby,Stockholms laen,164 34,Sweden,59.409,1.793.282,Apartment,2.0,500.0,3,364,4,20.0,2,0,Middle Price
6709,33417289,Small studio apartment in house close to city.,96506465,2016-09-24,"Farsta, Stockholms laen, Sweden",Farsta,Farsta,Stockholms laen,122 48,Sweden,5.927.564,180.758,Apartment,0.0,549.0,1,120,39,96.0,1,8,Middle Price
6710,33422268,Room in the nice area ”Liljeholmskajen”.,30156253,2015-03-28,"Stockholm, Stockholms laen, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholms laen,11760,Sweden,5.930.815,1.802.738,Apartment,1.0,500.0,2,75,13,97.0,2,3,Middle Price
6711,33423707,Recreation in royal Park and city around corner,17186798,2014-06-24,"Oestermalm, Stockholms laen, Sweden",Oestermalm,Oestermalm,Stockholms laen,115 45,Sweden,5.935.669,1.808.862,Apartment,1.0,500.0,1,330,10,94.0,1,2,Middle Price
6712,33438122,Room for one in the Patricier-villa,24148613,2014-11-25,"Haegersten-Liljeholmen, Stockholms laen, Sweden",Haegersten-Liljeholmen,Haegersten-Liljeholmen,Stockholms laen,129 41,Sweden,5.930.182,1.796.186,Villa,1.0,294.0,1,57,20,97.0,2,4,Low Price
6713,33456910,Hammarby Sjoestad,23497626,2014-11-08,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,120 63,Sweden,5.930.431,1.809.118,Apartment,2.0,1197.0,5,61,2,100.0,1,1,High Price
6714,33461532,"Modern & charming 1 br apt in SoFo, Soedermalm.",31674375,2015-04-21,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 31,Sweden,5.931.438,1.808.377,Apartment,1.0,795.0,3,0,9,98.0,1,2,Middle Price
6715,33468309,Beautiful views and balcony in Fredhaell,252157630,2019-03-30,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 58,Sweden,5.932.805,1.800.802,Apartment,1.0,1040.0,3,84,1,100.0,1,1,High Price
6716,33480905,"2 bedroom apartment with balcony, near subway",252139157,2019-03-30,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,124 71,Sweden,5.926.365,18.012,Apartment,2.0,687.0,2,49,7,97.0,1,1,Middle Price
6717,33481065,Basement apartment with own entrance in Aelvsjoe,252276377,2019-03-31,"Aelvsjoe, Stockholms laen, Sweden",Aelvsjoe,Aelvsjoe,Stockholms laen,125 57,Sweden,5.926.986,1.797.308,Apartment,1.0,745.0,2,175,14,100.0,1,3,Middle Price
6718,33483335,Large unique Town House in Old Town,1027549,2011-08-27,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,111 30,Sweden,5.932.427,1.807.561,House,4.0,3776.0,1,335,16,96.0,15,4,High Price
6719,33485949,Mysigt boende med naerhet till Stockholm!,248623023,2019-03-13,"Farsta, Stockholms laen, Sweden",Farsta,Farsta,Stockholms laen,128 69,Sweden,5.925.473,1.810.779,House,3.0,2001.0,3,59,1,100.0,1,1,High Price
6722,33492730,Beautiful home in friendly and charming area,6325581,2013-05-10,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,122 32,Sweden,5.928.229,1.807.924,Townhouse,3.0,1403.0,3,25,6,97.0,1,2,High Price
6723,33495579,"Explore Sthlm from Cozy, Modern Flat on Soedermalm",60382478,2016-02-25,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 32,Sweden,593.138,1.809.171,Apartment,1.0,1452.0,2,184,23,90.0,15,4,High Price
6724,33502687,Mysig laegenhet vid Slakthusomraadet!,107027267,2016-12-12,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,121 44,Sweden,5.929.596,1.807.734,Apartment,1.0,902.0,4,17,2,90.0,2,0,Middle Price
6725,33506192,4 room apartment in midsommarkransen Stockholm,63990479,2016-03-22,"Haegersten, Stockholms laen, Sweden",Haegersten-Liljeholmen,Haegersten,Stockholms laen,126 33,Sweden,5.930.318,1.800.652,Apartment,3.0,1697.0,3,57,4,100.0,1,0,High Price
6727,33523461,Soedermalms Mysigaste Laegenhet,108726927,2016-12-27,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 67,Sweden,5.930.715,1.807.745,Apartment,1.0,451.0,1,28,2,100.0,2,0,Low Price
6728,33537607,Citynaera kedjehus i groenskan,252717018,2019-04-02,"Stockholm, Stockholms laen, Sweden",Farsta,Stockholm,Stockholms laen,128 63,Sweden,5.925.701,1.812.808,House,3.0,951.0,2,0,5,92.0,1,1,Middle Price
6729,33541138,Lovely Studio Apartment in the Heart of Vasastan,83682535,2016-07-14,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 64,Sweden,5.934.397,1.802.961,Apartment,0.0,1099.0,1,0,4,90.0,1,0,High Price
6730,33543374,Studiolaegenhet vid globen och tele2 arena,202316187,2018-07-14,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,121 47,Sweden,5.929.413,1.808.652,Apartment,0.0,598.0,1,0,19,97.0,1,3,Middle Price
6731,33544534,Lakeside accommodation in beautiful Stockholm.,70865584,2016-05-08,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,120 71,Sweden,5.930.918,1.810.483,Apartment,3.0,118.0,2,0,6,100.0,1,2,Low Price
6732,33545926,The Little Rose in Stockholm,65908751,2016-04-05,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,124 57,Sweden,5.926.206,1.804.878,Apartment,1.0,500.0,1,58,6,100.0,1,1,Middle Price
6734,33549679,"Charming, old apartment in the heart of the city.",252799976,2019-04-02,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 37,Sweden,593.293,1.803.452,Apartment,2.0,1256.0,6,26,3,87.0,1,1,High Price
6736,33554415,⚡️Modern & bright central space,252837378,2019-04-02,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,117 39,Sweden,593.149,1.803.277,Apartment,1.0,500.0,3,0,29,87.0,1,6,Middle Price
6737,33556260,Nice apartment near stockholm city,165519410,2018-01-02,"Haegersten-Liljeholmen, Stockholms laen, Sweden",Haegersten-Liljeholmen,Haegersten-Liljeholmen,Stockholms laen,126 26,Sweden,5.929.981,1.799.294,Apartment,1.0,696.0,1,0,6,83.0,2,2,Middle Price
6739,33570500,Cozy flat in calm area close to the sea and city,144311613,2017-08-04,"Haegersten-Liljeholmen, Stockholms laen, Sweden",Haegersten-Liljeholmen,Haegersten-Liljeholmen,Stockholms laen,126 52,Sweden,5.930.749,1.799.451,Apartment,1.0,647.0,3,8,4,100.0,1,0,Middle Price
6741,33572987,Bright Top Floor apartment in Stockholm City,6192702,2013-05-02,"Stockholm , Stockholms laen, Sweden",Oestermalm,Stockholm,Stockholms laen,115 34,Sweden,5.934.911,1.809.809,Apartment,0.0,726.0,1,327,25,98.0,3,5,Middle Price
6742,33573861,Spacious apartment with balcony near TELE2 ARENA,89803373,2016-08-14,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,121 36,Sweden,5.928.924,1.808.685,Apartment,1.0,1099.0,2,168,3,87.0,5,0,High Price
6744,33592953,Beautiful home close to city,38947745,2015-07-19,"Stockholm, Stockholms laen, Sweden",Skaerholmen,Stockholm,Stockholms laen,127 43,Sweden,5.927.385,1.788.821,Apartment,2.0,1030.0,1,1,5,80.0,1,5,High Price
6745,33597131,Dreamy apartment with sunny balcony,45161597,2015-09-26,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 56,Sweden,5.934.873,1.805.844,Apartment,1.0,1403.0,3,0,1,100.0,1,0,High Price
6746,33598507,Room just 15 minutes outside Stockholm city,214221905,2018-09-08,"Haegersten-Liljeholmen, Stockholms laen, Sweden",Haegersten-Liljeholmen,Haegersten-Liljeholmen,Stockholms laen,129 38,Sweden,5.929.836,1.796.897,Villa,1.0,500.0,3,44,14,99.0,1,4,Middle Price
6747,33598607,Unique small house 20 mins from the citycenter,29647287,2015-03-19,"Aelvsjoe, Stockholms laen, Sweden",Aelvsjoe,Aelvsjoe,Stockholms laen,125 32,Sweden,5.927.852,1.799.878,House,3.0,1805.0,4,92,1,100.0,1,0,High Price
6748,33600032,Charming and bright apartment,253190679,2019-04-04,"Haesselby-Vaellingby, Stockholms laen, Sweden",Haesselby-Vaellingby,Haesselby-Vaellingby,Stockholms laen,162 60,Sweden,5.936.255,1.786.722,Apartment,1.0,432.0,4,1,13,98.0,1,2,Low Price
6749,33600239,Cosy flat in the heart of Soedermalm,68833885,2016-04-25,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 21,Sweden,593.146,1.807.498,Apartment,1.0,951.0,2,6,6,100.0,1,1,Middle Price
6750,33601002,Mysig laegenhet med egen ingaang,189849033,2018-05-16,"Ladugaardsgaerdet, Stockholms laen, Sweden",Oestermalm,Ladugaardsgaerdet,Stockholms laen,115 58,Sweden,5.934.699,1.809.663,Apartment,1.0,559.0,4,4,5,84.0,1,1,Middle Price
6752,33606180,"A cozy room with Globen nearby, Stockholm",249936715,2019-03-19,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,120 63,Sweden,5.930.558,1.809.421,Apartment,1.0,451.0,1,209,37,97.0,1,8,Low Price
6753,33606755,Apartment with Scandinavian design,16704424,2014-06-12,"Haegersten-Liljeholmen, Stockholms laen, Sweden",Haegersten-Liljeholmen,Haegersten-Liljeholmen,Stockholms laen,126 30,Sweden,5.929.489,1.801.266,Apartment,1.0,598.0,2,0,3,93.0,1,0,Middle Price
6758,33649950,Bedroom for 2 in the center of Soedermalm,94193541,2016-09-08,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,118 27,Sweden,5.931.347,1.806.649,Apartment,1.0,647.0,1,51,3,100.0,1,3,Middle Price
6759,33668335,Personligt hem uthyres,237873115,2019-01-20,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,120 57,Sweden,5.929.872,1.803.883,Apartment,2.0,853.0,2,6,4,90.0,1,2,Middle Price
6760,33670071,COZY STUDIO IN SOFO,6001193,2013-04-19,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 62,Sweden,5.930.962,1.807.643,Apartment,0.0,804.0,3,26,5,100.0,1,1,Middle Price
6761,33671280,BnB for 4 including breakfast,144048943,2017-08-03,"Bromma, Stockholm County, Sweden",Bromma,Bromma,Stockholm County,167 71,Sweden,5.932.715,1.793.699,Bed and breakfast,2.0,1295.0,2,196,7,100.0,2,1,High Price
6762,33679764,En 3a i Stockholm,253849309,2019-04-07,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,124 65,Sweden,5.925.583,1.802.014,Apartment,2.0,373.0,7,225,1,100.0,1,1,Low Price
6763,33680024,Solig laegenhet i SoFo med tvaa balkonger.,253096734,2019-04-03,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 32,Sweden,5.931.505,1.808.845,Apartment,2.0,1805.0,3,0,4,100.0,1,1,High Price
6764,33682626,Cozy pad 2mins from train-tram-bus station,3801088,2012-10-08,"Enskede-Aarsta-Vantoer, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Enskede-Aarsta-Vantoer,Stockholms laen,120 60,Sweden,5.929.883,1.803.218,Apartment,2.0,687.0,2,0,1,100.0,2,0,Middle Price
6767,33685256,Mysig och tyst laegenhet i centrala Stockholm,44656828,2015-09-20,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 25,Sweden,5.934.141,1.804.787,Apartment,1.0,1246.0,2,351,4,100.0,1,1,High Price
6769,33701435,"Beautiful, central home with a sunny balcony",48377389,2015-11-07,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 50,Sweden,5.934.685,1.805.468,Apartment,2.0,3060.0,1,1,3,100.0,1,1,High Price
6770,33707071,Designer apartment in SoFo,8019050,2013-08-08,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,116 63,Sweden,5.930.814,180.777,Apartment,1.0,1197.0,2,71,11,98.0,1,2,High Price
6771,33710672,"A pearl in central Kungsholmen, by Kungsholmstorg",56230510,2016-01-26,"Kungsholmen, Stockholms laen, Sweden",Kungsholmen,Kungsholmen,Stockholms laen,112 21,Sweden,5.932.947,1.804.094,Apartment,1.0,1099.0,2,0,2,100.0,1,0,High Price
6772,33713541,Cozy apartment in west of Stockholm,246185279,2019-03-01,"Haesselby-Vaellingby, Stockholms laen, Sweden",Haesselby-Vaellingby,Haesselby-Vaellingby,Stockholms laen,162 68,Sweden,5.936.667,1.786.428,Apartment,1.0,422.0,1,0,9,96.0,1,2,Low Price
6773,33716958,A cozy and classic apartment in central Stockholm,254159287,2019-04-08,"Stockholm, Stockholms laen, Sweden",Kungsholmen,Stockholm,Stockholms laen,112 39,Sweden,5.933.272,1.803.285,Apartment,1.0,647.0,1,60,17,93.0,2,3,Middle Price
6774,33729388,"Cozy 1.5 room apartment at Mariatorget, Soedermalm",36539951,2015-06-23,"Soedermalm, Stockholms laen, Sweden",Soedermalm,Soedermalm,Stockholms laen,118 53,Sweden,5.931.587,1.805.465,Apartment,1.0,883.0,3,0,7,100.0,1,1,Middle Price
6776,33744097,Well situated and fully equipped studio apartment,58906692,2016-02-15,"Ladugaardsgaerdet, Stockholms laen, Sweden",Oestermalm,Ladugaardsgaerdet,Stockholms laen,115 30,Sweden,593.423,1.808.993,Apartment,1.0,461.0,1,2,8,95.0,1,2,Low Price
6777,33747234,Top floor of a lovely house in Stockholm,254389731,2019-04-09,"Aelvsjoe, Stockholms laen, Sweden",Aelvsjoe,Aelvsjoe,Stockholms laen,125 34,Sweden,5.927.705,1.799.613,House,2.0,804.0,2,77,7,97.0,1,1,Middle Price
